imdb_id,TITLE,YEAR,GENRE,budget,revenue,vote_average
tt1263750,Room in Rome,2010,Drama,0,0,6.0
tt1264115,The Trial,2010,Drama,0,0,5.2
tt1264889,An Early Frost,2010,Comedy,0,0,3.8
tt1266025,Boxhagener Platz,2010,Comedy,0,0,6.1
tt1266037,Quartier lointain,2010,Drama,18000000,0,7.0
tt1267494,A Distant Place,2010,Drama,0,0,5.0
tt1268204,Waste Land,2010,Documentary,1500000,187716,7.7
tt1268970,The Last Rites of Ransom Pride,2010,Drama,0,0,3.2
tt1268981,The Prankster,2010,Comedy,1700000,0,6.0
tt1268987,Operation: Endgame,2010,Action,0,0,5.0
tt1270079,All Alone,2010,Thriller,0,0,4.9
tt1270120,Transfer,2010,Drama,0,0,6.2
tt1270277,Sympathy for Delicious,2010,Drama,0,0,6.2
tt1270291,Hunter Prey,2010,Sci-Fi,425000,0,5.6
tt1270296,The Killing Jar,2010,Crime,400000,0,5.7
tt1270761,Don't Be Afraid of the Dark,2010,Fantasy,25000000,36993168,5.5
tt1270766,Henri 4,2010,Biography,0,0,6.2
tt1270786,Shoot the DJ,2010,Drama,10000,0,5.5
tt1270835,Hatchet II,2010,Comedy,2500000,52604,5.6
tt1270842,Norwegian Wood,2010,Drama,0,17636261,6.7
tt1272018,Kandagar,2010,Action,7000000,15172408,6.7
tt1272051,Space Dogs,2010,Adventure,25000000,6500000,5.6
tt1273201,Climate Refugees,2010,Documentary,1,0,8.0
tt1273235,A Serbian Film,2010,Horror,0,0,5.5
tt1273236,Standing Firm,2010,Drama,300000,0,6.0
tt1273241,Brotherhood,2010,Crime,0,0,6.2
tt1273678,The Spy Next Door,2010,Action,28000000,45236543,5.7
tt1274273,The Last Seven,2010,Horror,1850000,0,3.4
tt1274275,The Olsen Gang Gets Polished,2010,Animation,0,0,5.6
tt1274296,Listen to Your Heart,2010,Drama,0,0,7.6
tt1274297,Weddings and Other Disasters,2010,Comedy,0,0,5.3
tt1274300,The Tempest,2010,Comedy,20000000,346594,5.7
tt1274636,Father,2010,Drama,0,0,8.3
tt1274639,Breast Picture,2010,Comedy,0,0,6.0
tt1274645,The Mosquito Net,2010,Comedy,0,0,5.8
tt1276988,Summer Eleven,2010,Drama,0,0,5.3
tt1277144,References,2010,Comedy,205000,0,6.8
tt1277373,Umizaru 3: The Last Message,2010,Drama,0,0,6.5
tt1278379,Jack Goes Boating,2010,Drama,0,538000,6.1
tt1278449,Sound of Noise,2010,Comedy,4466000,0,7.4
tt1279105,Ramaa: The Saviour,2010,Action,0,0,5.0
tt1279935,Date Night,2010,Comedy,55000000,152263880,6.0
tt1280015,Smash His Camera,2010,Documentary,0,0,7.0
tt1282041,Anton Chekhov's The Duel,2010,Drama,0,0,7.4
tt1282093,Trooper,2010,Drama,0,0,10.0
tt1282135,Undercurrent,2010,Drama,0,0,6.0
tt1282140,Easy A,2010,Comedy,8000000,74952305,6.8
tt1282152,Sweet Evil,2010,Drama,0,0,6.3
tt1282153,The Strange Case of Angelica,2010,Drama,2000000,0,6.7
tt1283542,A Numbers Game,2010,Comedy,1,0,3.7
tt1283546,Supreme Champion,2010,Action,0,0,3.6
tt1283887,Burning Palms,2010,Comedy,5800000,0,5.5
tt1283930,One Long Day,2010,Action,0,0,6.0
tt1285016,The Social Network,2010,Biography,40000000,224920315,7.2
tt1285219,Ghosts Don't Exist,2010,Horror,250000,0,4.1
tt1285240,In Their Sleep,2010,Horror,0,0,5.0
tt1285245,Lahore,2010,Action,0,0,6.0
tt1285306,Der grosse Kater,2010,Drama,0,0,6.5
tt1286146,Soldiers,2010,Action,5000000,0,10.0
tt1286746,Gutter King,2010,Action,0,0,3.5
tt1286753,Weakness,2010,Comedy,0,0,4.5
tt1287468,Cats & Dogs: The Revenge of Kitty Galore,2010,Action,85000000,112483764,4.9
tt1287878,Poetry,2010,Drama,0,349899,7.6
tt1288376,When We Leave,2010,Drama,0,0,6.8
tt1288411,You Are Here,2010,Drama,73000,0,6.7
tt1289397,Everyday Black Man,2010,Action,0,0,4.5
tt1289419,N-Secure,2010,Crime,0,2592808,4.8
tt1290082,"Lebanon, Pa.",2010,Drama,0,0,5.1
tt1290140,Meant to Be,2010,Comedy,0,0,5.2
tt1290470,Arcadia Lost,2010,Drama,2000000,0,6.0
tt1291125,Au revoir Taipei,2010,Comedy,0,0,6.2
tt1291465,Raajneeti,2010,Crime,0,0,6.3
tt1291549,Meet Monica Velour,2010,Comedy,5000000,31649,5.4
tt1291652,Easy Money,2010,Action,0,0,6.6
tt1292642,People of Allah,2010,Action,0,0,7.0
tt1294136,As Good as Dead,2010,Crime,0,0,4.8
tt1294141,Dancing Ninja,2010,Action,0,0,4.7
tt1294162,Upside,2010,Drama,0,0,6.5
tt1294212,Shit Year,2010,Drama,200000,0,5.0
tt1294226,The Last Song,2010,Drama,0,0,7.2
tt1294688,Last Night,2010,Drama,7000000,7644937,6.1
tt1295059,Eep!,2010,Drama,0,0,5.3
tt1295075,La vida empieza hoy,2010,Comedy,0,0,5.0
tt1296077,Sennentuntschi: Curse of the Alps,2010,Horror,0,0,6.4
tt1296893,Sons of Perdition,2010,Documentary,0,0,6.6
tt1296898,Waiting for Forever,2010,Comedy,0,0,5.7
tt1297920,Blog,2010,Drama,0,0,4.5
tt1297921,Christina,2010,Drama,0,0,9.0
tt1297925,Devolved,2010,Comedy,0,0,1.5
tt1298594,The Presence,2010,Drama,0,0,4.3
tt1298643,Closed for the Season,2010,Horror,0,0,3.0
tt1298831,The Blonde with Bare Breasts,2010,Adventure,7500000,0,6.2
tt1300159,Growth,2010,Horror,300000,0,5.2
tt1301294,Die gr?nen H?gel von Wales,2010,Drama,0,0,5.0
tt1301990,Every Day,2010,Comedy,0,18000,5.5
tt1302001,Harvest,2010,Drama,0,0,5.0
tt1302067,Yogi Bear,2010,Adventure,80000000,201584141,5.3
tt1303782,Ghost from the Machine,2010,Sci-Fi,0,0,5.7
tt1303794,Scrappers,2010,Documentary,0,0,5.0
tt1303803,Standing Ovation,2010,Musical,0,531826,4.3
tt1304615,The Devil's Gravestone,2010,Horror,0,0,2.0
tt1305008,The Bill Collector,2010,Comedy,0,0,2.9
tt1305059,Pelican Blood,2010,Drama,0,0,5.7
tt1305583,Our Family Wedding,2010,Comedy,14000000,21409028,5.5
tt1305587,Ghetto Physics,2010,Drama,0,0,10.0
tt1305797,Enthiran,2010,Action,26400000,62000000,6.5
tt1305798,The Abandoned,2010,Drama,0,0,9.0
tt1307010,Shocking Blue,2010,Drama,0,0,6.3
tt1307858,All About Evil,2010,Comedy,0,0,5.6
tt1307861,American Grindhouse,2010,Documentary,0,0,6.9
tt1307873,The Big Bang,2010,Action,17000000,0,5.6
tt1307972,Machete Joe,2010,Horror,0,0,1.5
tt1307976,Muzh moey vdovy,2010,Comedy,0,0,1.0
tt1308165,The Taqwacores,2010,Drama,0,0,5.5
tt1308754,Forbidden Attraction,2010,Thriller,1000000,0,4.8
tt1309561,Lamhaa: The Untold Story of Kashmir,2010,Action,0,0,8.0
tt1311047,Made in Poland,2010,Drama,0,0,6.7
tt1311075,The Human Resources Manager,2010,Comedy,0,0,7.0
tt1311087,The Scientist,2010,Drama,0,0,5.8
tt1312254,Skateland,2010,Drama,0,19411,5.5
tt1313092,Animal Kingdom,2010,Crime,5000000,1000000,6.8
tt1313121,Horse Crazy 2: The Legend of Grizzly Mountain,2010,Family,0,0,4.4
tt1313244,Hypothermia,2010,Horror,0,0,3.6
tt1313254,The Invisible Eye,2010,Drama,0,0,6.2
tt1314161,Audrey the Trainwreck,2010,Comedy,0,0,6.0
tt1314170,The Child's Eye,2010,Horror,4500000,0,4.5
tt1314190,3 Backyards,2010,Drama,0,0,4.3
tt1314652,The Housemaid,2010,Drama,4000000,0,6.5
tt1314655,Devil,2010,Horror,10000000,33583175,5.9
tt1315350,Cherry,2010,Comedy,0,0,6.5
tt1315419,The Truth,2010,Thriller,0,0,5.5
tt1316037,Birdemic: Shock and Terror,2010,Horror,0,0,2.0
tt1316622,Wrecked,2010,Adventure,0,8020,5.3
tt1318029,Just Between Us,2010,Comedy,0,0,5.5
tt1319704,Chatroom,2010,Drama,0,0,6.2
tt1319712,Exquisite Corpse,2010,Horror,0,0,5.3
tt1319716,It's a Wonderful Afterlife,2010,Comedy,0,0,4.6
tt1319718,Little Big Soldier,2010,Action,25000000,0,6.8
tt1319722,A Little Help,2010,Comedy,0,0,5.3
tt1320103,Morning,2010,Drama,0,0,5.0
tt1320239,Burke and Hare,2010,Comedy,10000000,4349187,6.2
tt1320244,The Last Exorcism,2010,Drama,1800000,67738090,5.6
tt1320253,The Expendables,2010,Action,80000000,274470394,6.1
tt1320261,Gulliver's Travels,2010,Adventure,112000000,237382724,5.1
tt1320291,The Reef,2010,Horror,0,0,5.6
tt1320296,Shank,2010,Action,0,0,5.4
tt1320334,GravyTrain,2010,Comedy,0,0,4.5
tt1321509,Death at a Funeral,2010,Comedy,21000000,49050886,5.7
tt1322257,Jhootha Hi Sahi,2010,Comedy,0,0,4.4
tt1322264,The Dry Land,2010,Drama,0,12000,6.0
tt1322266,Am?rica,2010,Comedy,0,0,6.0
tt1322302,The Zero Hour,2010,Action,0,0,6.9
tt1322306,Exorcismus,2010,Horror,0,0,5.4
tt1322312,Going the Distance,2010,Comedy,32000000,42045846,6.0
tt1322354,Prot?ger & servir,2010,Comedy,0,0,4.8
tt1322384,SubHysteria,2010,Drama,0,0,5.3
tt1322385,Submarino,2010,Drama,0,0,7.2
tt1323045,Frozen,2010,Drama,0,3065860,5.9
tt1323593,Daddy I Do,2010,Documentary,0,0,7.0
tt1323594,Despicable Me,2010,Animation,69000000,543513985,7.2
tt1323917,The Terror Experiment,2010,Action,0,0,4.4
tt1323962,Andrey Iskanov's Ingression,2010,Horror,0,0,9.0
tt1324061,The Woman with a Broken Nose,2010,Comedy,0,0,6.4
tt1325004,The Twilight Saga: Eclipse,2010,Adventure,68000000,698491347,6.0
tt1325014,The People vs. George Lucas,2010,Comedy,0,0,6.3
tt1325743,5 Star Day,2010,Drama,0,0,5.1
tt1326238,Backlight,2010,Drama,0,0,6.9
tt1326283,Jane's Journey,2010,Biography,0,0,4.6
tt1327200,The Reeds,2010,Horror,0,0,4.8
tt1327709,Cyrus,2010,Crime,0,0,4.5
tt1327808,Op?ration Casablanca,2010,Action,0,0,5.5
tt1327809,Clash of Civilization Over an Elevator in Piazza Vittorio,2010,Drama,0,0,8.0
tt1328867,Some Days Are Better Than Others,2010,Drama,0,0,5.2
tt1328908,Bold Native,2010,Action,0,0,7.3
tt1328913,Preacher's Kid,2010,Drama,7000000,0,6.4
tt1329320,Burning in the Sun,2010,Documentary,0,0,10.0
tt1329457,Gainsbourg: A Heroic Life,2010,Biography,0,0,7.0
tt1330229,Memoirs of a Teenage Amnesiac,2010,Drama,0,0,5.3
tt1331329,The Final Storm,2010,Action,0,0,4.1
tt1332106,The Last Harbor,2010,Mystery,0,0,4.3
tt1332110,In the Woods,2010,Drama,0,0,5.0
tt1332119,Shoot the Hero,2010,Action,0,0,3.4
tt1332133,180 ?,2010,Drama,0,0,6.0
tt1332134,King of Devil's Island,2010,Action,10000000,0,7.3
tt1332486,Kiss Me Again,2010,Drama,0,0,5.7
tt1333998,GasHole,2010,Documentary,495000,0,5.9
tt1334260,Never Let Me Go,2010,Drama,15000000,9455232,6.8
tt1334318,Homeland,2010,Drama,0,0,6.0
tt1334470,Raavan,2010,Action,4500000,4200000,4.4
tt1334553,The Perfect Host,2010,Comedy,0,14870,6.3
tt1335986,Dahmer vs. Gacy,2010,Action,0,0,1.8
tt1335988,The Disappearance of McKinley Nolan,2010,Documentary,0,0,7.0
tt1335992,Jackers,2010,Action,5000000,0,3.8
tt1336601,The Pack,2010,Horror,0,0,3.9
tt1336617,Cyrus,2010,Comedy,7000000,0,6.0
tt1336619,The Adventures of Chris Fable,2010,Action,0,0,2.1
tt1336998,Hunting & Sons,2010,Drama,0,0,4.0
tt1336999,Jucy,2010,Comedy,936369,0,5.5
tt1337055,Future X-Cops,2010,Action,0,0,4.4
tt1337061,Skatopia: 88 Acres of Anarchy,2010,Documentary,600,0,7.0
tt1337103,The Erotic Man,2010,Drama,1400000,0,6.3
tt1337338,The Cameramurderer,2010,Romance,0,0,5.5
tt1337350,Free Hands,2010,Drama,0,0,4.8
tt1337366,Nokas,2010,Action,0,0,6.5
tt1337673,Nodame Cantabile: The Movie II,2010,Drama,0,0,6.6
tt1337682,A Perfect Life,2010,Thriller,0,0,6.0
tt1337686,The Prometheus Project,2010,Horror,0,0,4.9
tt1339161,The Robber,2010,Biography,3900000,208475,6.6
tt1339340,Ta oporofora tis Athinas,2010,Comedy,0,0,7.5
tt1339433,Dead End,2010,Horror,0,0,7.0
tt1339488,Raspberry Magic,2010,Comedy,0,0,4.5
tt1340107,In a Better World,2010,Drama,15000000,13004198,7.3
tt1340119,Russian Snark,2010,Comedy,0,0,6.0
tt1340425,DMT: The Spirit Molecule,2010,Documentary,0,0,6.2
tt1340773,Elektra Luxx,2010,Comedy,0,10,5.0
tt1340791,Regresa,2010,Comedy,0,0,8.0
tt1340801,Close Enemy,2010,Crime,4500000,0,1.0
tt1340834,Question in Details,2010,Drama,0,0,5.0
tt1341167,Four Lions,2010,Comedy,967686,4658570,7.0
tt1341188,How Do You Know,2010,Comedy,120000000,48668907,5.1
tt1341341,Ceremony,2010,Comedy,0,22270,5.2
tt1341710,The Shrine,2010,Horror,1500000,0,5.7
tt1341795,"Ride, Rise, Roar",2010,Documentary,0,0,6.0
tt1342096,Butterfly,2010,Horror,250000,0,5.5
tt1342122,Queen of the Lot,2010,Comedy,0,0,8.0
tt1343110,Speed-Dating,2010,Comedy,0,0,3.6
tt1343703,Fortress of War,2010,Action,8500000,4404729,7.4
tt1343704,Time You Change,2010,Biography,0,0,3.5
tt1343740,Paradox,2010,Sci-Fi,0,0,4.4
tt1344337,Reuniting the Rubins,2010,Comedy,0,0,5.0
tt1344699,Angels Love Donuts,2010,Comedy,0,0,3.0
tt1345444,Family Tree,2010,Drama,0,0,6.3
tt1345772,The Clinic,2010,Crime,0,0,5.2
tt1345777,Ishqiya,2010,Comedy,0,0,6.4
tt1345834,About Her Brother,2010,Drama,0,0,6.8
tt1349646,Defcon 2012,2010,Sci-Fi,35000,0,2.0
tt1351133,Dumbstruck,2010,Documentary,0,0,5.5
tt1351141,Everything Will Happen Before You Die,2010,Comedy,0,0,2.0
tt1351186,Luster,2010,Horror,0,0,5.1
tt1351224,Love Impossible!,2010,Comedy,0,0,4.6
tt1351784,Psychosis,2010,Crime,1200000,0,3.9
tt1352380,Lullaby for Pi,2010,Drama,9200000,0,7.2
tt1352388,Nude Nuns with Big Guns,2010,Action,0,0,4.3
tt1352765,Surviving Life (Theory and Practice),2010,Animation,0,0,6.6
tt1354022,Jordan,2010,Adventure,0,0,3.0
tt1356763,Exporting Raymond,2010,Comedy,0,0,6.9
tt1356864,I'm Still Here,2010,Comedy,0,0,6.0
tt1359553,The Chameleon,2010,Biography,0,0,5.3
tt1360822,Paper Birds,2010,Comedy,0,0,6.4
tt1360826,Rust,2010,Drama,0,0,8.0
tt1360829,The Shouting Men,2010,Comedy,0,0,6.5
tt1361313,The Extra Man,2010,Comedy,7000000,453079,5.9
tt1361324,The Fallen Angel,2010,Drama,0,0,6.0
tt1361349,Nanga Parbat,2010,Biography,7000000,0,7.0
tt1361825,8 Uhr 28,2010,Drama,0,0,5.0
tt1361828,Max Schmeling,2010,Biography,0,0,4.8
tt1361835,The Silence,2010,Crime,0,0,6.5
tt1362518,Ain't in It for My Health: A Film About Levon Helm,2010,Biography,0,0,6.6
tt1362554,Some Other Stories,2010,Crime,0,0,7.5
tt1363091,The Stranger in Us,2010,Drama,0,0,5.6
tt1363376,La derni?re fugue,2010,Drama,0,0,7.3
tt1363468,Zenith,2010,Sci-Fi,0,0,5.4
tt1364479,On Childhood,2010,Drama,0,0,8.3
tt1365030,Madrasapattinam,2010,Drama,0,0,7.0
tt1365451,Drama,2010,Drama,0,0,4.8
tt1365482,Martino's Summer,2010,Drama,0,0,5.5
tt1365483,Main Street,2010,Drama,10000000,0,3.9
tt1365490,We Believed,2010,History,7000000,0,6.5
tt1365491,Norberto's Deadline,2010,Comedy,0,0,5.0
tt1366409,Miral,2010,Drama,0,852336,6.1
tt1368860,Daylight Fades,2010,Thriller,0,0,4.0
tt1369706,The Ward,2010,Horror,10000000,498974,5.8
tt1370426,Costa Rican Summer,2010,Comedy,0,0,4.6
tt1370428,180?,2010,Comedy,0,0,4.0
tt1371117,Dear Mr. Gacy,2010,Crime,0,0,6.4
tt1371155,Made in Dagenham,2010,Biography,7200000,0,6.6
tt1371160,The Kid,2010,Drama,0,0,6.9
tt1371631,Knifer,2010,Drama,0,0,7.0
tt1372689,Stranded,2010,Horror,0,0,5.5
tt1373149,I Was a 7th Grade Dragon Slayer,2010,Adventure,3250000,0,3.6
tt1373156,Karthik Calling Karthik,2010,Drama,2800000,3900000,5.9
tt1373405,The Awakening,2010,Horror,0,0,4.0
tt1373406,Snowmen,2010,Comedy,0,54800,5.0
tt1373454,Bad Faith,2010,Thriller,0,0,7.5
tt1374995,Holy Land,2010,Drama,0,0,5.0
tt1375666,Inception,2010,Action,160000000,825532764,8.3
tt1375670,Grown Ups,2010,Comedy,80000000,271430189,6.2
tt1375754,Stricken,2010,Thriller,0,0,2.0
tt1376195,Gunless,2010,Action,10000000,0,6.7
tt1376404,Freight,2010,Action,0,0,4.3
tt1376421,Imog?ne McCarthery,2010,Comedy,0,0,5.4
tt1376422,Jean Gentil,2010,Drama,0,0,5.0
tt1376709,I Love You Too,2010,Comedy,6,0,5.9
tt1378811,When Soldiers Cry,2010,Action,0,0,2.0
tt1379207,Peace,2010,Documentary,0,0,7.3
tt1380130,If You Love,2010,Drama,2000000,0,6.0
tt1380174,Bad Family,2010,Drama,0,0,6.3
tt1380190,Ricky Rapper and the Bicycle Thief,2010,Comedy,1700000,0,3.5
tt1380201,Run Sister Run!,2010,Drama,1552334,0,6.1
tt1380232,Pudana Last of the Line,2010,Drama,0,0,5.0
tt1380784,Big Money Rustlas,2010,Comedy,0,0,3.9
tt1380799,Habermann,2010,Drama,0,0,6.4
tt1380852,Attack of the Vegan Zombies!,2010,Horror,35,0,1.0
tt1380995,Forged,2010,Action,0,0,7.0
tt1381402,Baby Jane?,2010,Comedy,50000,0,6.5
tt1381403,Die Bielefeld Verschw÷rung,2010,Action,45000,0,7.0
tt1381406,Freestyle,2010,Drama,0,0,4.3
tt1381407,The Holy Land of Tyrol,2010,Drama,0,0,6.0
tt1381413,Pete Smalls Is Dead,2010,Comedy,6000000,0,4.6
tt1381505,Father of Invention,2010,Comedy,0,0,5.3
tt1381773,A Genesis Found,2010,Adventure,27000,0,5.3
tt1382720,Fuchsia the Mini-Witch,2010,Family,0,0,4.4
tt1382725,La Rafle,2010,Drama,20000000,0,7.6
tt1383251,Sayonara itsuka,2010,Drama,0,0,5.7
tt1384591,Justify,2010,Thriller,0,0,3.0
tt1384961,Godkiller: Walk Among Us,2010,Animation,0,0,6.5
tt1385478,As We Forgive,2010,Documentary,0,0,6.0
tt1385633,The Runway,2010,Comedy,0,0,5.3
tt1385867,Cop Out,2010,Action,30000000,55583804,5.4
tt1386583,Infection: The Invasion Begins,2010,Horror,0,0,2.4
tt1386588,The Other Guys,2010,Action,100000000,170432927,6.2
tt1386683,A Somewhat Gentle Man,2010,Comedy,0,0,6.3
tt1386925,The Dead,2010,Horror,0,0,5.7
tt1386932,Ip Man 2,2010,Action,12902809,36000000,7.3
tt1388388,9 meses,2010,Comedy,0,0,6.0
tt1388435,Disfarmer: A Portrait of America,2010,Documentary,0,0,8.0
tt1388438,Luna verde,2010,Drama,0,0,8.0
tt1388794,Sin ella,2010,Romance,0,0,6.0
tt1388903,Mirch,2010,Comedy,0,0,2.3
tt1390397,Baseline,2010,Action,0,0,5.3
tt1390403,Cut,2010,Horror,0,0,3.9
tt1390415,Orly,2010,Drama,0,0,7.0
tt1390424,Devil's Kickers,2010,Comedy,0,0,5.8
tt1390533,Bedrooms,2010,Drama,0,0,3.5
tt1390535,The Final,2010,Drama,1000000,0,5.6
tt1391034,And Soon the Darkness,2010,Crime,0,0,5.2
tt1391087,Perfect Sunday,2010,Comedy,0,0,5.3
tt1391092,Marwencol,2010,Biography,0,58,7.3
tt1391137,Why Did I Get Married Too?,2010,Comedy,20000000,60072596,5.9
tt1391142,Among Us,2010,Drama,0,0,6.2
tt1391143,Turk's Head,2010,Crime,0,0,6.4
tt1391481,Run If You Can,2010,Drama,0,0,7.0
tt1392197,Marmaduke,2010,Comedy,50000000,83761844,5.1
tt1392744,Chance Pe Dance,2010,Comedy,0,0,5.0
tt1393020,Sex & Drugs & Rock & Roll,2010,Biography,2000000,0,6.6
tt1393746,Aftershock,2010,Drama,25000000,0,7.5
tt1394211,Helena from the Wedding,2010,Comedy,0,0,5.0
tt1394383,Blood Into Wine,2010,Documentary,0,0,6.8
tt1395054,Once Upon a Time in Mumbai,2010,Action,10,0,6.6
tt1395183,Erasing David,2010,Documentary,0,0,5.7
tt1396208,Action Replay,2010,Comedy,10000000,5000000,5.2
tt1396219,Outcast,2010,Horror,0,0,5.7
tt1396221,Passion Play,2010,Drama,8000000,0,4.6
tt1397176,Gardiens de l'ordre,2010,Crime,0,0,6.3
tt1397498,Confucius,2010,Biography,22000000,0,5.9
tt1398028,Locked In,2010,Drama,0,0,4.4
tt1398029,The Day I Was Not Born,2010,Drama,0,0,6.2
tt1398428,YellowBrickRoad,2010,Horror,500000,0,4.9
tt1398949,Blank City,2010,Documentary,0,99303,6.8
tt1398999,Earthling,2010,Sci-Fi,0,0,3.7
tt1399053,Monster: The Josef Fritzl Story,2010,Crime,0,0,4.8
tt1399114,The Vinyl Frontier,2010,Documentary,0,0,5.8
tt1399565,House of Black Wings,2010,Horror,0,0,6.0
tt1399655,Jew Suss: Rise and Fall,2010,Biography,0,0,5.6
tt1399677,Pi?ce mont?e,2010,Comedy,0,0,5.2
tt1399683,Winter's Bone,2010,Drama,2000000,13831503,6.9
tt1400335,First Dog,2010,Comedy,6000000,0,6.2
tt1400558,Zatoichi: The Last,2010,Action,0,0,5.1
tt1401143,Rare Exports: A Christmas Tale,2010,Adventure,0,0,6.4
tt1401607,The Con Artist,2010,Comedy,5000000,0,4.8
tt1401631,Slime City Massacre,2010,Action,100000,0,3.5
tt1401643,Black Venus,2010,Drama,0,0,7.0
tt1401668,Red Nights,2010,Crime,0,0,5.4
tt1401669,The Little Bedroom,2010,Drama,0,0,5.0
tt1401672,72 days,2010,Comedy,0,0,6.5
tt1403047,Aurora,2010,Drama,0,0,5.5
tt1403144,Come Undone,2010,Drama,0,0,5.7
tt1403177,Hesher,2010,Comedy,7000000,382946,7.0
tt1403184,The Invocation,2010,Documentary,0,0,3.3
tt1403846,Everything Will be Fine,2010,Drama,0,0,6.4
tt1403865,True Grit,2010,Adventure,38000000,252276927,7.2
tt1403981,Remember Me,2010,Drama,16000000,56032889,7.0
tt1403987,Rage,2010,Action,0,0,5.0
tt1403988,The Romantics,2010,Comedy,4500000,123820,4.9
tt1404830,The Bannen Way,2010,Action,0,0,5.0
tt1405500,For Colored Girls,2010,Drama,0,37000000,6.8
tt1405807,Le baltringue,2010,Comedy,0,0,2.7
tt1405810,Loose Cannons,2010,Comedy,7000000,8220215,7.4
tt1406166,Legenda o Lietaj·com Cyprißnovi,2010,Adventure,0,0,6.3
tt1407049,Altitude,2010,Mystery,0,0,4.9
tt1407055,Violet Tendencies,2010,Comedy,0,0,5.9
tt1407061,Just Wright,2010,Comedy,0,21520719,6.2
tt1407071,Public Relations,2010,Comedy,0,0,5.5
tt1407084,Twelve,2010,Action,0,2566717,5.9
tt1407085,Passione,2010,History,0,71666,5.4
tt1407927,180? South,2010,Documentary,0,0,7.1
tt1407972,Dream Home,2010,Crime,0,0,6.5
tt1408062,The Father and the Foreigner,2010,Drama,0,0,6.0
tt1408355,Boys of Summer,2010,Documentary,0,0,6.0
tt1409004,Bloomington,2010,Drama,0,0,6.6
tt1409734,An Acrid Yarn,2010,Thriller,0,0,7.0
tt1409772,A Man's Story,2010,Documentary,0,0,8.3
tt1410020,Freeway Killer,2010,Crime,0,0,5.5
tt1410209,Just the Three of Us,2010,Drama,0,0,4.1
tt1410210,Redenci?n,2010,Drama,0,0,8.0
tt1410297,The Well Beloved One,2010,Comedy,0,0,6.3
tt1411232,Night Wolf,2010,Action,0,0,4.5
tt1411236,Stalker,2010,Horror,0,0,4.4
tt1411276,Ice Castles,2010,Drama,0,0,6.3
tt1411762,Pastor Shepherd,2010,Comedy,0,0,3.8
tt1412442,Beware the Gonzo,2010,Comedy,0,0,5.9
tt1412541,Eat Me!,2010,Comedy,0,0,3.0
tt1412697,Biophage,2010,Horror,0,0,3.7
tt1413529,Golden Slumber,2010,Action,0,0,6.8
tt1413815,Le baiser du barbu,2010,Comedy,0,0,5.2
tt1414353,American Mystic,2010,Documentary,0,0,5.0
tt1414368,Over Your Cities Grass Will Grow,2010,Documentary,0,0,7.2
tt1414374,Sophie & Sheba,2010,Family,0,0,6.1
tt1414378,Tracker,2010,Action,6500000,0,6.7
tt1414382,You Again,2010,Comedy,20000000,32005248,6.2
tt1415228,Solanin,2010,Drama,0,0,7.3
tt1415255,Bus Palladium,2010,Comedy,0,0,5.3
tt1415269,Immigration Tango,2010,Comedy,0,0,4.8
tt1415283,Nanny McPhee Returns,2010,Comedy,35000000,93246388,6.1
tt1415284,The Brazen Bull,2010,Thriller,1000000,0,3.8
tt1415894,Rock Mar?,2010,Adventure,0,0,5.0
tt1416343,Texas Frightmare Massacre,2010,Action,0,0,10.0
tt1417038,The Youngest Son,2010,Comedy,0,0,5.6
tt1417040,An Ordinary Execution,2010,Drama,0,0,7.0
tt1417054,The Odd One Out,2010,Drama,0,0,6.0
tt1417067,Cirkus Columbia,2010,Comedy,0,0,7.0
tt1417582,Among Wolves,2010,Drama,8000000,0,6.2
tt1418646,Beneath Hill 60,2010,Drama,7347125,0,6.9
tt1418760,Tirza,2010,Drama,0,0,5.9
tt1418796,Haru's Journey,2010,Drama,0,0,6.4
tt1419006,Fairview St.,2010,Drama,30000,0,10.0
tt1420561,Port of Memory,2010,Drama,0,0,5.0
tt1421033,El idioma imposible,2010,Drama,0,0,6.0
tt1421036,Goa,2010,Comedy,2,3,6.3
tt1421046,"No eres t·, soy yo",2010,Comedy,0,0,6.3
tt1421048,Bloodworth,2010,Drama,0,0,6.3
tt1421051,Somewhere,2010,Comedy,8000000,0,6.1
tt1421374,Mulberry St.,2010,Documentary,0,0,6.0
tt1422020,Dog Pound,2010,Drama,0,430041,7.5
tt1422032,Even the Rain,2010,Drama,10600000,0,7.0
tt1422653,Groupie,2010,Crime,0,0,3.6
tt1422786,Ultrasuede: In Search of Halston,2010,Documentary,0,0,2.0
tt1422800,Beneath the Dark,2010,Mystery,0,0,4.9
tt1423894,Barney's Version,2010,Comedy,30000000,8454301,7.2
tt1423953,Liar Game: The Final Stage,2010,Drama,0,0,7.7
tt1423995,Stone,2010,Drama,22000000,9479718,5.2
tt1424003,The Infidel,2010,Comedy,0,0,6.0
tt1424038,180? moires,2010,Comedy,0,0,7.0
tt1424381,Predators,2010,Action,40000000,126248813,6.1
tt1424432,Senna,2010,Biography,0,8212430,8.3
tt1425257,True Legend,2010,Action,20000000,0,6.3
tt1425617,The Child Prodigy,2010,Drama,0,0,4.9
tt1425618,Apartment: Rent at Your Own Risk,2010,Drama,0,0,4.0
tt1425624,Parterapi,2010,Comedy,0,0,5.9
tt1425630,Todespolka,2010,Drama,0,0,5.8
tt1425933,Skeletons,2010,Comedy,0,0,6.1
